Docket Number,Violation Number,Issued Date,Issuing Department,Last Hearing Date,Property Address,Violation Type,Entity or Person(s),Disposition Description,Total Fines,Total Administrative Costs,Interest Amount,Collection Costs or Attorney Fees,Court Cost,Original Total Amount Due,Total Paid,Current Amount Due,X Coordinate,Y Coordinate
17CP045123,P005146432|P005146434|P005146435|P005146436,05/31/2017,POLICE,07/07/2017 11:00:00 AM,9844 S THROOP,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"US BANK NA, ",City non-suit,0,0,0,0,0,0,0,0,41.71459345,-87.65549898
17CP045124,P005146546|P005146548|P005146550,05/27/2017,POLICE,07/07/2017 11:00:00 AM,8757 S LAFLIN,13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"WELLS FARGO BANK NA, ",City non-suit,0,0,0,0,0,0,0,0,41.73415005,-87.66028369
17CP046363,P005230813|P005230814|P005230815|P005230816|P005230817|P005230818,05/28/2017,POLICE,07/07/2017 9:00:00 AM,6155 S LOOMIS,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"WELLS FARGO BANK, ",City non-suit,0,0,0,0,0,0,0,0,41.7815912,-87.6591629
17CP047626,P005163891|P005163892|P005163893|P005163894|P005163895|P005163896,05/23/2017,POLICE,07/07/2017 11:00:00 AM,6603 S CHAMPLAIN,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"BANK OF AMERICA, ",City non-suit,0,0,0,0,0,0,0,0,41.7747118,-87.60919771
17CP047883,P005223342|P005223343|P005223344|P005223345,05/24/2017,POLICE,07/07/2017 1:00:00 AM,4207 W MONROE,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required,"US BANK, ",City non-suit,0,0,0,0,0,0,0,0,41.87949555,-87.73088731
17CP048795,P005240131|P005240132,06/17/2017,POLICE,07/07/2017 1:00:00 AM,11560 S LAFAYETTE,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"FEDERAL NATIONAL MORTGAGE, ",City non-suit,0,0,0,0,0,0,0,0,41.6834853,-87.62433874
17CP048803,P005240869|P005240870,05/23/2017,POLICE,07/07/2017 1:00:00 AM,11602 S PEORIA,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"CITI MORTGAGE INC, ",City non-suit,0,0,0,0,0,0,0,0,41.68308405,-87.6452787
17CP048804,P005086577|P005086578,06/01/2017,POLICE,07/07/2017 1:00:00 AM,11833 S PERRY,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"CITI MORTGAGE INC, ",City non-suit,0,0,0,0,0,0,0,0,41.67886965,-87.6248772
17CP048804,P005086577|P005086578,06/01/2017,POLICE,07/07/2017 1:00:00 AM,11838 S PERRY,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"CITI MORTGAGE INC, ",City non-suit,0,0,0,0,0,0,0,0,41.67865275,-87.62540043
17CP048806,P005215639|P005215640|P005265846|P005265847|P005265848|P005265849,05/03/2017,POLICE,07/07/2017 9:00:00 AM,6325 S CAMPBELL,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"BANK OF NEW YORK MELLON, ",City non-suit,0,0,0,0,0,0,0,0,41.77844285,-87.68576679
17CP048809,P005215627|P005215628|P005215629|P005215630|P005215631|P005215632,05/09/2017,POLICE,07/07/2017 9:00:00 AM,6717 S ARTESIAN,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"FEDERAL HOME LOAN MORTGAGE CORP, ",City non-suit,0,0,0,0,0,0,0,0,41.7713847,-87.68434075
17CP048810,P005215491|P005215492|P005215493|P005215494|P005215495|P005215496,05/16/2017,POLICE,07/07/2017 9:00:00 AM,6337 S ROCKWELL,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"DEUTSCHE BANK NA, ",City non-suit,0,0,0,0,0,0,0,0,41.77807935,-87.68822825
17CP048816,P005254059|P005254060|P005254061|P005254062|P005254063|P005254064,05/23/2017,POLICE,07/07/2017 1:00:00 AM,4456 W 28TH ST,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"BANK OF AMERICA NA, ",City non-suit,0,0,0,0,0,0,0,0,41.84064255,-87.73641179
17CP049288,P005265850|P005265851|P005265852|P005265853|P005265854|P005265855,05/03/2017,POLICE,12/01/2017 9:00:00 AM,7326 S ALBANY,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"JP MORGAN CHASE BANK, ",City Non suit - Motion to set-aside default - Granted,0,0,0,0,0,0,0,0,41.7599509,-87.7005143
17CP049292,P005215650|P005215650|P005215651|P005215651|P005215652|P005215652|P005215653|P005215653|P005215654|P005215654|P005215655|P005215655,05/03/2017,POLICE,07/07/2017 9:00:00 AM,3544 W 62ND,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"CITI MORTGAGE INC, ",City non-suit,0,0,0,0,0,0,0,0,41.7808522,-87.71221462
17CP049293,P005265864|P005265865|P005265866|P005265867|P005265868|P005265869,05/03/2017,POLICE,07/07/2017 9:00:00 AM,6058 S MOZART,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"JP MORGAN CHASE BANK, ",Default - Liable by prove-up,4300,0,224.39,1223.88,48,5836.27,5833.45,0,41.7828647,-87.69497709
17CP049295,P005215624|P005215625|P005215911|P005215912|P005215913|P005215914,05/09/2017,POLICE,07/07/2017 9:00:00 AM,6345 S ARTESIAN,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"US BANK, ",City non-suit,0,0,0,0,0,0,0,0,41.77789655,-87.68452167
17CP049296,P005215915|P005215917|P005215919,05/09/2017,POLICE,10/06/2017 9:00:00 AM,3605 W 55TH PL,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.,"JP MORGAN CHASE BANK, ",City non-suit,700,0,0,0,0,740,740,0,41.79220125,-87.71377727
17CP049296,P005215916|P005215918|P005215920,05/09/2017,POLICE,10/06/2017 9:00:00 AM,3605 W 55TH PL,13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"JP MORGAN CHASE BANK, ",Liable - By plea,700,0,0,0,0,740,740,0,41.79220125,-87.71377727
17CP049297,P005215626|P005215921|P005215922|P005215923|P005215924|P005215925,05/09/2017,POLICE,07/07/2017 9:00:00 AM,6211 S ARTESIAN,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"CHASE HOME FINANCE LLC, ",City non-suit,0,0,0,0,0,0,0,0,41.7806783,-87.68460022
17CP049305,P005163903|P005163904|P005163905|P005163906|P005163907|P005163908,05/29/2017,POLICE,07/07/2017 11:00:00 AM,6603 S CHAMPLAIN,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"BANK OF AMERICA NA, ",City non-suit,0,0,0,0,0,0,0,0,41.7747118,-87.60919771
17CP049310,P005080961|P005081256|P005081274,05/29/2017,POLICE,11/03/2017 11:00:00 AM,7524 S CALUMET,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.,"US BANK NA, ",City Non suit - Motion to set-aside default - Granted,0,0,0,0,0,0,0,0,41.75758775,-87.61704097
17CP050262,P005017103|P005017104,05/08/2017,POLICE,09/01/2017 1:00:00 AM,3929 W GRENSHAW,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"BANK OF AMERICA, ",City non-suit,0,0,0,0,0,0,0,0,41.8668929,-87.72392745
17CP050296,P005228621|P005228622|P005228623|P005228624|P005228625|P005228626,06/05/2017,POLICE,12/01/2017 9:00:00 AM,2438 W 48TH,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"JP MORGAN CHASE BANK, ",City Non suit - Motion to set-aside default - Granted,0,0,0,0,0,0,0,0,41.8067893,-87.68601694
17CP050922,P005017087|P005017088,05/08/2017,POLICE,07/07/2017 1:00:00 AM,4530 W MAYPOLE,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"BANK OF AMERICA NA, ",City non-suit,0,0,0,0,0,0,0,0,41.88474975,-87.7393465
17CP050936,P005017091|P005017092,05/08/2017,POLICE,07/07/2017 1:00:00 AM,3849 W FLOURNOY,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"BANK OF NEW YORK MELLON, ",City non-suit,0,0,0,0,0,0,0,0,41.87238745,-87.72231135
17CP050943,P005017079|P005017080,05/04/2017,POLICE,07/07/2017 1:00:00 AM,1042 N AVERS,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"WELLS FARGO BANK NA, ",City non-suit,0,0,0,0,0,0,0,0,41.89985073,-87.72266533
17CP050944,P005017077|P005017078,05/04/2017,POLICE,07/07/2017 1:00:00 AM,1116 S CALIFORNIA,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"BANK OF AMERICA, ",City non-suit,0,0,0,0,0,0,0,0,41.8677498,-87.69620367
17CP050947,P005017097|P005017098,05/08/2017,POLICE,07/07/2017 1:00:00 AM,3829 W MAYPOLE,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"WELLS FARGO BANK N A, ",City non-suit,0,0,0,0,0,0,0,0,41.88385645,-87.72208115
17CP050949,P005017107|P005017108,05/08/2017,POLICE,07/07/2017 1:00:00 AM,915 N HOMAN,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"FEDERAL NATIONAL MORTGAGE, ",City non-suit,0,0,0,0,0,0,0,0,41.86974086,-87.71054048
17CP051576,P005249697|P005249698|P005249699|P005249700|P005249701|P005249702,06/09/2017,POLICE,07/06/2018 9:00:00 AM,5410 S SHIELDS,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"DEUTSCHE BANK NATL TRUST CO, ",City Non suit - Motion to set-aside default - Granted,0,0,0,0,0,0,0,0,41.7959529,-87.63449681
17CP052576,P005250348|P005250349|P005250350|P005250351|P005250352|P005250353,06/16/2017,POLICE,08/04/2017 9:00:00 AM,5251 S JUSTINE,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"US BANK, ",Default - Liable by prove-up,4300,0,409.86,1223.88,0,5973.74,5952.34,0,41.79801395,-87.66321147
17CP052583,P005229168|P005229169|P005229170|P005229171|P005229172|P005229173,06/16/2017,POLICE,08/04/2017 9:00:00 AM,5435 S DAMEN,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"BANK OF AMERICA, ",City non-suit,0,0,0,0,0,0,0,0,41.9089558,-87.6774357
17CP052855,P005249769|P005249770|P005249771|P005249772|P005249773|P005249774,06/20/2017,POLICE,08/04/2017 9:00:00 AM,907 W 50TH,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"US BANK, ",City non-suit,0,0,0,0,0,0,0,0,41.8031697,-87.64818122
17CP053100,P005231017|P005231018|P005231019|P005231020|P005231021|P005231022,06/18/2017,POLICE,08/04/2017 9:00:00 AM,5938 S WOLCOTT,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"JP MORGAN CHASE BANK NA, ",City non-suit,0,0,0,0,0,0,0,0,41.7854827,-87.67192804
17CP056517,P005272285|P005272286|P005272287|P005272288,06/14/2017,POLICE,10/06/2017 9:00:00 AM,6922 S LOOMIS,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required,"US BANK, ",City non-suit,500,0,0.53,0,0,540.53,540,0,41.7679036,-87.65932131
17CP056517,P005272283,06/14/2017,POLICE,10/06/2017 9:00:00 AM,6922 S LOOMIS,13-12-125  Duty to secure and maintain vacant building.,"US BANK, ",Liable - By plea,500,0,0.53,0,0,540.53,540,0,41.7679036,-87.65932131
17CP056518,P005272289|P005272290|P005272291|P005272292|P005272293|P005272294,06/14/2017,POLICE,08/04/2017 9:00:00 AM,6934 S LOOMIS,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"HSBC, ",City non-suit,0,0,0,0,0,0,0,0,41.7675502,-87.65930935
17CP056530,P005272265|P005272266|P005272267|P005272268|P005272269|P005272270,06/14/2017,POLICE,08/04/2017 9:00:00 AM,7224 S EMERALD,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"JP MORGAN CHASE BANK, ",City non-suit,0,0,0,0,0,0,0,0,41.7626047,-87.6433128
17CP056542,P005249781|P005249782|P005249783|P005249784|P005249786,06/22/2017,POLICE,08/04/2017 9:00:00 AM,2140 W 52 PL,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"MIDFIRST BANK, ",City non-suit,0,0,0,0,0,0,0,0,41.79817775,-87.67850888
17CP057087,P005271883|P005271883|P005271884|P005271884|P005271885|P005271885|P005271886|P005271886|P005271887|P005271887|P005271888|P005271888,06/26/2017,POLICE,11/03/2017 9:00:00 AM,5601 S ADA,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"BANK OF AMERICA, ",City non-suit,0,0,0,0,0,0,0,0,41.79217775,-87.65819606
17CP059624,P005249822|P005249823|P005249825|P005312746|P005312747,06/30/2017,POLICE,09/01/2017 9:00:00 AM,5320 S DAMEN,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"HOUSING URBAN DEVELOPMENT, ",City non-suit,0,0,0,0,0,0,0,0,41.79688485,-87.67473225
17CP059629,P005229243|P005229244|P005229245|P005229276|P005229277,07/06/2017,POLICE,09/01/2017 9:00:00 AM,5320 S DAMEN AVE,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"HOUSING URBAN DEVELOPMENT, ",City non-suit,0,0,0,0,0,0,0,0,41.79688485,-87.67473225
17CP059634,P005327930|P005327931|P005327932|P005327933|P005327934|P005327935,06/20/2017,POLICE,08/04/2017 9:00:00 AM,6058 S MOZART,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"JP MORGAN CHASE BANK, ",Default - Liable by prove-up,4300,0,199.05,1223.88,46,5808.93,5808.93,0,41.7828647,-87.69497709
17CP059635,P005301493|P005301494|P005301495|P005301496|P005301497|P005301498,06/08/2017,POLICE,08/04/2017 9:00:00 AM,3311 W 61ST,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"CITI MORTGAGE INC, ",City non-suit,0,0,0,0,0,0,0,0,41.7823453,-87.70618668
17CP059636,P005327912|P005327913|P005327914|P005327915|P005327916|P005327917,06/20/2017,POLICE,08/04/2017 9:00:00 AM,3544 W 62ND,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"CITI MORTGAGE INC, ",City non-suit,0,0,0,0,0,0,0,0,41.7808522,-87.71221462
17CP059637,P005327918|P005327919|P005327920|P005327921|P005327922|P005327923,06/08/2017,POLICE,08/04/2017 9:00:00 AM,6211 S ARTESIAN,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"CHASE HOME FINANCE LLC, ",City non-suit,0,0,0,0,0,0,0,0,41.7806783,-87.68460022
17CP059639,P005301295|P005301296|P005301297|P005301298|P005301299|P005301300,06/08/2017,POLICE,12/01/2017 9:00:00 AM,3605 W 55TH,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"JP MORGAN CHASE BANK, ",City non-suit,0,0,0,0,0,0,0,0,41.79220125,-87.71377727
17CP059640,P005301267|P005301268|P005301269|P005301270|P005301271|P005301272,06/08/2017,POLICE,08/04/2017 9:00:00 AM,100  UNKNOWN,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"US BANK, ",City non-suit,0,0,0,0,0,0,0,0,,
17CP059640,P005301267|P005301268|P005301269|P005301270|P005301271|P005301272,06/08/2017,POLICE,08/04/2017 9:00:00 AM,6345 S ARTESIAN,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"US BANK, ",City non-suit,0,0,0,0,0,0,0,0,41.77789655,-87.68452167
17CP059644,P005301277|P005301278|P005301279|P005301280|P005301281|P005301282,06/08/2017,POLICE,08/04/2017 9:00:00 AM,6629 S ARTESIAN,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"BANK OF AMERICA, ",City non-suit,0,0,0,0,0,0,0,0,41.77290265,-87.68440652
17CP059645,P005301289|P005301290|P005301291|P005301292|P005301293|P005301294,06/20/2017,POLICE,08/04/2017 9:00:00 AM,6201 S FRANCISCO,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"DEUTSCHE BANK, ",City non-suit,0,0,0,0,0,0,0,0,41.78078035,-87.69558535
17CP059651,P005223415|P005223416|P005223417|P005223418,06/12/2017,POLICE,08/04/2017 1:00:00 AM,126 N KARLOV,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required,"DEUTSCHE BANK NATL TRUST CO, ",City non-suit,0,0,0,0,0,0,0,0,41.8828637,-87.72844401
17CP059655,P005223434|P005223435|P005223436|P005223437,06/14/2017,POLICE,08/04/2017 1:00:00 AM,4050 W CARROLL,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required,"BANK OF AMERICA, ",City non-suit,0,0,0,0,0,0,0,0,41.88689405,-87.72709362
17CP060697,P005312784|P005312785|P005312786|P005312787|P005312788|P005312789,07/03/2017,POLICE,09/01/2017 9:00:00 AM,5336 S JUSTINE,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"BAYVIEW LOAN SERVICING LLC, ",City non-suit,0,0,0,0,0,0,0,0,41.7966056,-87.66369785
17CP063477,P005229108|P005229110|P005229141|P005229142|P005229143,06/25/2017,POLICE,10/06/2017 9:00:00 AM,2824 W 36TH,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required,"BANK OF AMERICA, ",City non-suit,300,0,0,0,0,340,340,0,41.82750625,-87.69578453
17CP063477,P005229109,06/25/2017,POLICE,10/06/2017 9:00:00 AM,2824 W 36TH,13-12-140  Watchman required,"BANK OF AMERICA, ",Liable - By plea,300,0,0,0,0,340,340,0,41.82750625,-87.69578453
17CP064329,P005330170|P005330171|P005330172|P005330173|P005330174|P005330175,07/13/2017,POLICE,09/01/2017 11:00:00 AM,1530 E MARQUETTE,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"OCWEN LOAN SERVICING, ",City non-suit,0,0,0,0,0,0,0,0,41.77523956,-87.58820496
17CP064916,P005058556|P005058557,07/13/2017,POLICE,09/01/2017 11:00:00 AM,7746 S PEORIA,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.,"OCWEN LOAN SERVICING LLC, ",City non-suit,0,0,0,0,0,0,0,0,41.75279605,-87.64682112
17CP064919,P005269416|P005269417,07/16/2017,POLICE,09/01/2017 9:00:00 AM,1630 W GREGORY,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.,"U S BANK N A, ",City non-suit,0,0,0,0,0,0,0,0,41.98277135,-87.6711305
17CP064920,P005081183|P005081184|P005081185,06/20/2017,POLICE,09/01/2017 11:00:00 AM,7825 S ST LAWRENCE,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"WELLS FARGO BANK, ",City non-suit,0,0,0,0,0,0,0,0,41.7522511,-87.60986418
17CP064933,P005272339|P005272340|P005272341|P005272342,07/03/2017,POLICE,11/03/2017 9:00:00 AM,6922 S LOOMIS,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required,"U S BANK N A, ",City non-suit,1300,0,0,0,0,1340,1340,0,41.7679036,-87.65932131
17CP064933,P005272337|P005272338,07/03/2017,POLICE,11/03/2017 9:00:00 AM,6922 S LOOMIS,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"U S BANK N A, ",Liable - By plea,1300,0,0,0,0,1340,1340,0,41.7679036,-87.65932131
17CP064933,P005272339|P005272340|P005272341|P005272342,07/03/2017,POLICE,11/03/2017 9:00:00 AM,6925 S LOOMIS,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required,"U S BANK N A, ",City non-suit,1300,0,0,0,0,1340,1340,0,41.76790435,-87.6589354
17CP064933,P005272337|P005272338,07/03/2017,POLICE,11/03/2017 9:00:00 AM,6925 S LOOMIS,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"U S BANK N A, ",Liable - By plea,1300,0,0,0,0,1340,1340,0,41.76790435,-87.6589354
17CP065862,P005271951|P005271952|P005271953|P005271954|P005271955|P005271956,07/11/2017,POLICE,09/01/2017 9:00:00 AM,658 W 62ND,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"JP MORGAN CHASE BANK NA, ",City non-suit,0,0,0,0,0,0,0,0,41.7818085,-87.64227373
17CP065871,P005272026|P005272027|P005272028|P005272029|P005272030|P005272031,07/16/2017,POLICE,09/01/2017 9:00:00 AM,6800 S BISHOP,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"HSBC BANK USA, ",City non-suit,0,0,0,0,0,0,0,0,41.7702933,-87.6607004
17CP065873,P005272020|P005272021|P005272022|P005272023|P005272024|P005272025,07/16/2017,POLICE,09/01/2017 9:00:00 AM,7408 S WENTWORTH,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"HSBC BANK USA, ",City non-suit,0,0,0,0,0,0,0,0,41.759669,-87.62989327
17CP067249,P005313318|P005313319|P005313320|P005313321|P005313322|P005313323,07/18/2017,POLICE,09/01/2017 9:00:00 AM,5345 S PRINCETON,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"JP MORGAN CHASE BANK, ",City non-suit,0,0,0,0,0,0,0,0,41.78748655,-87.63328207
