Docket Number,Violation Number,Issued Date,Issuing Department,Last Hearing Date,Property Address,Violation Type,Entity or Person(s),Disposition Description,Total Fines,Total Administrative Costs,Interest Amount,Collection Costs or Attorney Fees,Court Cost,Original Total Amount Due,Total Paid,Current Amount Due,X Coordinate,Y Coordinate
11BS02904A,11DR286648,03/31/2011,BLDINGS,05/12/2011 12:00:00 PM,6738 S KOLIN,193110 Insure and secure vacant building. (13-12-125 (a).,"FEDERAL NATIONAL MORTGAGE ASSN NATIONAL PROPERTY DISPOSITION CENTER, ",Not liable - Respondent came into compliance with building code prior to hearing,0,0,0,0,0,0,0,0,41.77009615,-87.73136967
11BS04331A,11N0295731|11N0295731,05/28/2011,BLDINGS,07/12/2011 12:00:00 PM,3563 W MC LEAN,"193105 Register and secure vacant building. (13-12-125 (a)(1), 13-12-125 (b)(1) ).|193110 Insure and secure vacant building. (13-12-125 (a).","US BANK, NA C/O JEANNE ESCOBEDO, TRUST LEGAL DEPARTMENT, ",Not liable - City failed to establish prima facie case,2000,0,10.55,0,0,2050.55,1659.56,-2.62,41.91812686,-87.71583214
11BS04362A,11WO295906|11WO295906,06/01/2011,BLDINGS,09/08/2011 9:00:00 AM,3330 W 58TH,"193105 Register and secure vacant building. (13-12-125 (a)(1), 13-12-125 (b)(1) ).|193110 Insure and secure vacant building. (13-12-125 (a).","DEUTSCHE BK NAT'L TR CO TRUSTEE OF ARGENT MTG SECURITIES INC ASSET-BACKED PASS THRU CERT SERIES 2006-W4, ",City non-suit,1000,0,8.22,0,0,1083.22,1075,0,41.78810385,-87.70610391
11BS04362A,11WO295906|11WO295906,06/01/2011,BLDINGS,09/08/2011 9:00:00 AM,5758 S CHRISTIANA,"193105 Register and secure vacant building. (13-12-125 (a)(1), 13-12-125 (b)(1) ).|193110 Insure and secure vacant building. (13-12-125 (a).","DEUTSCHE BK NAT'L TR CO TRUSTEE OF ARGENT MTG SECURITIES INC ASSET-BACKED PASS THRU CERT SERIES 2006-W4, ",City non-suit,1000,0,8.22,0,0,1083.22,1075,0,41.7881362,-87.70739352
11BS04511A,11DR293344,06/09/2011,BLDINGS,07/21/2011 9:00:00 AM,444 E 89TH,193110 Insure and secure vacant building. (13-12-125 (a).,"DEUTSCHE BANK NAT'L TRUST CO TRUSTEE FOR HSI ASSET SECURITIZATION CORP, ",Not liable - Respondent came into compliance with building code prior to hearing,0,0,0,0,0,0,0,0,41.7320348,-87.61330437
11BS04514A,11DR296244,06/09/2011,BLDINGS,09/15/2011 9:00:00 AM,12928 S ESCANABA,193110 Insure and secure vacant building. (13-12-125 (a).,"GREEN TREE SERVICING, LLC C/O C T CORPORATION SYSTEM, ",City non-suit,0,0,0,0,0,0,0,0,41.66011775,-87.55348629
11BS07178A,11DR300782,10/14/2011,BLDINGS,11/17/2011 9:00:00 AM,4115 W 56TH,193101 Duty to Register Vacant Building ( 13-12-125 (a) ),"THE BANK OF NEW YORK MELLON FKA THE OF NEW YORK, ",Not liable - Respondent came into compliance with building code prior to hearing,0,0,0,0,0,0,0,0,41.79114165,-87.72628646
11BT00978A,11DR292569,07/22/2011,BLDINGS,12/06/2011 1:30:00 AM,5114 S AUSTIN,193110 Insure and secure vacant building. (13-12-125 (a).,"BAC HOME LOANS SERVICING, LP C/O C T CORPORATION SYSTEM, ",City non-suit,0,0,0,0,0,0,0,0,41.79932495,-87.77253592
11BT00978A,11DR292569,07/22/2011,BLDINGS,12/06/2011 1:30:00 AM,5114 S AUSTIN,193110 Insure and secure vacant building. (13-12-125 (a).,"BAC HOME LOANS SERVICING, LP C/O PATRICIA M HOLDEN, ",City non-suit,0,0,0,0,0,0,0,0,41.79932495,-87.77253592
11BT01025A,11NO303480|11NO303480,08/10/2011,BLDINGS,09/20/2011 1:30:00 AM,2247 N LAVERGNE,"193105 Register and secure vacant building. (13-12-125 (a)(1), 13-12-125 (b)(1) ).|193110 Insure and secure vacant building. (13-12-125 (a).","BANK OF AMERICA, NA C/O PATRICIA M HOLDEN, ",Default - Liable by prove-up,8500,0,7125.87,2408.28,42,18116.15,0,17922.42,41.92194185,-87.75092156
11BT01025A,11NO303480|11NO303480,08/10/2011,BLDINGS,09/20/2011 1:30:00 AM,2247 N LAVERGNE,"193105 Register and secure vacant building. (13-12-125 (a)(1), 13-12-125 (b)(1) ).|193110 Insure and secure vacant building. (13-12-125 (a).","DEUTSCHE BANK NATIONAL TRUST CO., ",Default - Liable by prove-up,8500,0,7125.87,2408.28,42,18116.15,0,17922.42,41.92194185,-87.75092156
11BT01210A,11DR307216,02/28/2011,BLDINGS,03/08/2012 10:30:00 AM,3018 E 79TH,193101 Duty to Register Vacant Building ( 13-12-125 (a) ),"FORECLOSURE BUYING GROUP, LLC C/O DONALD J KINDWALD, ",City non-suit,0,0,0,0,0,0,0,0,41.75121295,-87.55089451
11CP00209A,P002161319|P002161320,03/28/2011,POLICE,05/06/2011 11:00:00 AM,7534 S MARYLAND,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"US BANK, ",City non-suit,0,0,0,0,0,0,0,0,41.75751945,-87.60441844
11CP003032,P002141049|P002141050,01/04/2011,POLICE,05/06/2011 9:00:00 AM,1122 N MONTICELLO,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"CITIBANK, ",Liable - By Plea - Motion to set-aside default granted,600,0,0,0,0,660,660,0,41.90159593,-87.71785168
11CP003264,P002141039|P002141040,01/04/2011,POLICE,03/04/2011 1:00:00 AM,4339 W VAN BUREN,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"BANK OF AMERICA, ",City non-suit,0,0,0,0,0,0,0,0,41.87499285,-87.73437575
11CP003265,P002141041|P002141042,01/04/2011,POLICE,04/01/2011 1:00:00 AM,4347 W VAN BUREN,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"BANK OF AMERICA, ",City non-suit,0,0,0,0,0,0,0,0,41.87507733,-87.73399263
11CP003268,P002141047|P002141048,01/04/2011,POLICE,02/04/2011 1:00:00 AM,225 S KILPATRICK,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"FEDERAL NATL MORTGAGE ASSN, ",City non-suit,0,0,0,0,0,0,0,0,41.88410335,-87.74306521
11CP003279,P002141333|P002141334,01/03/2011,POLICE,03/04/2011 1:00:00 AM,4050 W GRENSHAW,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"NORTH STAR TRUST COMPANY, ",City non-suit,0,0,0,0,0,0,0,0,41.86722595,-87.72731354
11CP003282,P002141292|P002141293,01/03/2011,POLICE,03/04/2011 1:00:00 AM,4746 W MAYPOLE,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"WELLS FARGO BANK N A, ",City non-suit,0,0,0,0,0,0,0,0,41.8846936,-87.74486368
11CP003876,P002090590|P002090591,01/04/2011,POLICE,03/04/2011 11:00:00 AM,2034 E 81ST,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"CITI MORTGAGE, ",City non-suit,0,0,0,0,0,0,0,0,41.74811785,-87.57438798
11CP003891,P002090597|P002184200,01/04/2011,POLICE,02/04/2011 11:00:00 AM,7931 S MARQUETTE,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"BANK OF AMERICA, ",City non-suit,0,0,0,0,0,0,0,0,41.7509472,-87.55857893
11CP004544,P002185596|P002185597,01/12/2011,POLICE,03/04/2011 9:00:00 AM,6132 S WINCHESTER,13-12-140  Watchman required|13-12-140  Watchman required,"CITIFINANCIAL SERVICES INC, ",Default - Liable by prove-up,1300,0,10.19,377.88,0,1728.07,1790,-61.93,41.7819857,-87.6730447
11CP004544,P002185596|P002185596|P002185597|P002185597,01/12/2011,POLICE,03/04/2011 9:00:00 AM,6136 S WINCHESTER,13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"CITIFINANCIAL SERVICES INC, ",Default - Liable by prove-up,1300,0,10.19,377.88,0,1728.07,1790,-61.93,41.9927889,-87.67893154
11CP004566,P002088826|P002088827|P002088828|P002088829|P002088830|P002088831,01/17/2011,POLICE,03/04/2011 9:00:00 AM,6828 S RACINE,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"QUANTIM SERVICING CORPORATION, ",Default - Liable by prove-up,4300,0,344.14,1223.88,36.09,5944.11,2355,0,41.76963475,-87.65446577
11CP004581,P002089000|P002089001|P002089002|P002089003|P002089004|P002089005,01/17/2011,POLICE,04/13/2020 1:00:00 AM,5714 S MARSHFIELD,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"REO PARTNERS LLC, ",Dismissed for want of prosecution - No service,0,0,0,0,0,0,0,0,41.830017,-87.666718
11CP004595,P002185665|P002185666|P002185667,01/18/2011,POLICE,03/04/2011 9:00:00 AM,5700 S ABERDEEN,13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"OCWEN LOAN SERVICES LLC, ",Liable - By plea,700,0,69.7,208.68,26.09,1044.47,1226.19,-185,41.790438,-87.65263794
11CP004598,P002185965|P002185966|P002185967|P002185968|P002185969|P002185970,01/12/2011,POLICE,11/02/2012 9:00:00 AM,5916 S MAY,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"GREEN POINT MORTGAGE FUNDING INC, ",City non-suit,0,0,0,0,0,0,0,0,41.78613998,-87.65356681
11CP006147,P002141366|P002141367,02/03/2011,POLICE,03/04/2011 1:00:00 AM,4050 W GRENSHAW,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"NORTH STAR TRUST COMPANY, ",Liable - By plea,600,0,566.69,180.48,26.69,1413.86,0,1399.34,41.86722595,-87.72731354
11CP006154,P002141352|P002141353,02/03/2011,POLICE,03/04/2011 1:00:00 AM,4746 W MAYPOLE,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"WELLS FARGO BANK N A, ",City non-suit,0,0,0,0,0,0,0,0,41.8846936,-87.74486368
11CP006164,P002141307|P002141308,02/03/2011,POLICE,03/04/2011 1:00:00 AM,4515 W WILCOX,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"DEUTSCHE BANK NATIONAL TRUST, ",City non-suit,0,0,0,0,0,0,0,0,41.87849935,-87.73847555
11CP006165,P002141309|P002141310,02/03/2011,POLICE,03/04/2011 1:00:00 AM,38 S WHIPPLE,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"FRANKLIN CREDIT MANAGEMENT, ",Default - Liable by prove-up,1300,0,545.95,377.88,128.64,2392.47,1379.27,0,41.8773637,-87.702365
11CP006175,P002088847|P002088848|P002088849|P002088850,01/24/2011,POLICE,03/04/2011 9:00:00 AM,2022 W 68TH,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required,"SMITH ROTHCHILD FINANCIAL CO, ",Default - Liable by prove-up,2800,0,2514.68,800.88,0,6155.56,0,6091.14,41.76951555,-87.67464253
11CP006175,P002088851|P002088852,01/24/2011,POLICE,03/04/2011 9:00:00 AM,2022 W 68TH,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"SMITH ROTHCHILD FINANCIAL CO, ",Not liable - City failed to meet burden of proof,2800,0,2514.68,800.88,0,6155.56,0,6091.14,41.76951555,-87.67464253
11CP006176,P002088853|P002088854|P002088855|P002088856|P002088857|P002088858,01/24/2011,POLICE,03/04/2011 9:00:00 AM,6754 S HONORE,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"NATIONAL ASSET MANAGEMENT GROUP LLC, ",City non-suit,0,0,0,0,0,0,0,0,41.7710229,-87.67016568
11CP006248,P002152939|P002152940,01/11/2011,POLICE,03/04/2011 9:00:00 AM,5217 S MAY,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"BANK OF AMERICA, ",City non-suit,0,0,0,0,0,0,0,0,41.7990528,-87.65352315
11CP006249,P002152929|P002152930|P002152931|P002152932|P002152943|P002152944,01/03/2011,POLICE,03/04/2011 9:00:00 AM,5340 S ALBANY,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"DEUTSCHE BANK, ",City non-suit,0,0,0,0,0,0,0,0,41.9788065,-87.7040204
11CP006254,P002509342|P002509344|P002509346,01/13/2011,POLICE,03/04/2011 9:00:00 AM,5128 S MARSHFIELD,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.,"LITTON LOAN SERVICING, ",City non-suit,1300,0,205.55,377.88,46.09,1969.52,2153.03,-183.51,41.80073023,-87.66609007
11CP006254,P002509343|P002509345|P002509347,01/13/2011,POLICE,03/04/2011 9:00:00 AM,5128 S MARSHFIELD,13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"LITTON LOAN SERVICING, ",Default - Liable by prove-up,1300,0,205.55,377.88,46.09,1969.52,2153.03,-183.51,41.80073023,-87.66609007
11CP006254,P002509342|P002509344|P002509346,01/13/2011,POLICE,03/04/2011 9:00:00 AM,5128 S MARSHIELD,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.,"LITTON LOAN SERVICING, ",City non-suit,1300,0,205.55,377.88,46.09,1969.52,2153.03,-183.51,41.80073023,-87.66609007
11CP006254,P002509343|P002509345|P002509347,01/13/2011,POLICE,03/04/2011 9:00:00 AM,5128 S MARSHIELD,13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"LITTON LOAN SERVICING, ",Default - Liable by prove-up,1300,0,205.55,377.88,46.09,1969.52,2153.03,-183.51,41.80073023,-87.66609007
11CP006254,P002509342|P002509344|P002509346,01/13/2011,POLICE,03/04/2011 9:00:00 AM,5128 S MRSHFIELD,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.,"LITTON LOAN SERVICING, ",City non-suit,1300,0,205.55,377.88,46.09,1969.52,2153.03,-183.51,41.80073023,-87.66609007
11CP006254,P002509343|P002509345|P002509347,01/13/2011,POLICE,03/04/2011 9:00:00 AM,5128 S MRSHFIELD,13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"LITTON LOAN SERVICING, ",Default - Liable by prove-up,1300,0,205.55,377.88,46.09,1969.52,2153.03,-183.51,41.80073023,-87.66609007
11CP006263,P002161501,01/17/2011,POLICE,03/04/2011 11:00:00 AM,7928 S HERMITAGE,13-12-125  Duty to secure and maintain vacant building.,"INDYMAC FEDERAL BANK, ",City non-suit,300,0,1.09,0,0,341.09,340,0,41.74945925,-87.66735205
11CP006263,P002162500,01/17/2011,POLICE,03/04/2011 11:00:00 AM,7928 S HERMITAGE,13-12-140  Watchman required,"INDYMAC FEDERAL BANK, ",Default - Liable by prove-up,300,0,1.09,0,0,341.09,340,0,41.74945925,-87.66735205
11CP006264,P002162496|P002162497,01/17/2011,POLICE,03/04/2011 11:00:00 AM,8348 S HAMILTON,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"JP MORGAN CHASE, ",City non-suit,0,0,0,0,0,0,0,0,41.74147785,-87.67682881
11CP006267,P002089066|P002089066|P002089067|P002089067|P002089068|P002089068|P002089069|P002089069|P002089070|P002089070|P002089071|P002089071,01/24/2011,POLICE,03/04/2011 9:00:00 AM,5528 S PEORIA,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"CITI MORTGAGE INC, ",City non-suit,0,0,0,0,0,0,0,0,41.79301925,-87.64783095
11CP006269,P002509290|P002509292|P002509294,01/12/2011,POLICE,03/04/2011 9:00:00 AM,2057 W JAMES,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.,"BANK NY MELLON, ",City non-suit,1300,0,203.07,377.88,46.09,1967.04,2139.33,-172.29,41.79977101,-87.67611343
11CP006269,P002509291|P002509293|P002509295,01/12/2011,POLICE,03/04/2011 9:00:00 AM,2057 W JAMES,13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"BANK NY MELLON, ",Default - Liable by prove-up,1300,0,203.07,377.88,46.09,1967.04,2139.33,-172.29,41.79977101,-87.67611343
11CP006272,P002509280|P002509281|P002509282|P002509283,01/11/2011,POLICE,03/04/2011 9:00:00 AM,727 W 54TH ST,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required,"CITI MORTGAGE, ",City non-suit,0,0,0,0,0,0,0,0,41.79595855,-87.64379754
11CP006928,P002146427|P002146428,01/28/2011,POLICE,03/04/2011 1:00:00 AM,638 N ST LOUIS,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"AURORA LOAN SERV LLC, ",City non-suit,0,0,0,0,0,0,0,0,41.8930171,-87.71407958
11CP006931,P002146746|P002146747,01/28/2011,POLICE,03/04/2011 1:00:00 AM,4746 W MAYPOLE,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"WELLS FARGO BANK N A, ",City non-suit,0,0,0,0,0,0,0,0,41.8846936,-87.74486368
11CP006935,P002146738|P002146739,01/28/2011,POLICE,03/04/2011 1:00:00 AM,4253 W WILCOX,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"FEDERAL NATL MORTGAGE ASSN, ",City non-suit,0,0,0,0,0,0,0,0,41.87857105,-87.73259804
11CP006937,P002146734|P002146735,01/28/2011,POLICE,03/04/2011 1:00:00 AM,3931 W VAN BUREN,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.,"FEDERAL NATL MORTGAGE ASSN, ",City non-suit,0,0,0,0,0,0,0,0,41.87507755,-87.72430486
11CP007706,P002089363|P002089364|P002089365|P002089366|P002089367|P002089368,02/07/2011,POLICE,04/01/2011 9:00:00 AM,6828 S RACINE,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"QUANTUM SERVICING CORPORATION, ",Default - Liable by prove-up,4300,0,314.17,1223.88,36.09,5914.14,2170,0,41.76963475,-87.65446577
11CP007732,P002509128|P002509148,02/18/2011,POLICE,04/01/2011 9:00:00 AM,5131 S JUSTINE,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.,"CITI INVESTMENT GROUP, ",City non-suit,400,0,383.52,124.08,0,947.6,0,937.62,41.8003662,-87.66326494
11CP007732,P002509147|P002509149,02/18/2011,POLICE,04/01/2011 9:00:00 AM,5131 S JUSTINE,13-12-140  Watchman required|13-12-140  Watchman required,"CITI INVESTMENT GROUP, ",Liable - By plea,400,0,383.52,124.08,0,947.6,0,937.62,41.8003662,-87.66326494
11CP007741,P002509188|P002509189|P002509190|P002509191,02/09/2011,POLICE,04/01/2011 9:00:00 AM,5227 S JUSTINE,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required,"REO DIRECT PARTNERS, ",Default - Liable by prove-up,2800,0,2475.47,800.88,0,6116.35,0,6051.93,41.79897242,-87.66339131
11CP007743,P002509160|P002509162|P002509165,02/16/2011,POLICE,04/01/2011 9:00:00 AM,628 W 47TH ST,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.,"BAYVIEW LOAN SERVICING, ",City non-suit,1300,0,572.93,377.88,128.9,2419.71,2410.79,0,41.80910715,-87.64191168
11CP007743,P002509161|P002509163|P002509164,02/16/2011,POLICE,04/01/2011 9:00:00 AM,628 W 47TH ST,13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"BAYVIEW LOAN SERVICING, ",Default - Liable by prove-up,1300,0,572.93,377.88,128.9,2419.71,2410.79,0,41.80910715,-87.64191168
11CP007744,P002509166|P002509167|P002509168|P002509169|P002509170|P002509171,02/10/2011,POLICE,04/01/2011 9:00:00 AM,628 W 47 ST,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"JNL FINANCIAL, ",Default - Liable by prove-up,4300,0,3791.65,1226.7,0,9368.35,0,9269.67,41.80910715,-87.64191168
11CP007744,P002509166|P002509167|P002509168|P002509169|P002509170|P002509171,02/10/2011,POLICE,04/01/2011 9:00:00 AM,628 W 47TH ST,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"JNL FINANCIAL, ",Default - Liable by prove-up,4300,0,3791.65,1226.7,0,9368.35,0,9269.67,41.80910715,-87.64191168
11CP007745,P002509683|P002509684,02/21/2011,POLICE,04/01/2011 9:00:00 AM,5142 S HOYNE,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"US BANK LEGAL DEPT, ",Default - Liable by prove-up,1300,0,116.3,377.88,26.09,1860.27,2027.49,-174.15,41.80004367,-87.67702233
11CP007748,P002509156|P002509157,02/09/2011,POLICE,04/01/2011 9:00:00 AM,4848 S JUSTINE,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"WELLS FARGO, ",City non-suit,0,0,0,0,0,0,0,0,41.80584457,-87.66378821
11CP007750,P002509184,02/09/2011,POLICE,04/01/2011 9:00:00 AM,5140 S ARTEASIAN,13-12-125  Duty to secure and maintain vacant building.,"DEUTSHE BANK, ",City non-suit,300,0,2.01,0,0,342.01,437.89,-95.88,41.7999321,-87.68566465
11CP007750,P002509185,02/09/2011,POLICE,04/01/2011 9:00:00 AM,5140 S ARTEASIAN,13-12-140  Watchman required,"DEUTSHE BANK, ",Default - Liable by prove-up,300,0,2.01,0,0,342.01,437.89,-95.88,41.7999321,-87.68566465
11CP007750,P002509184,02/09/2011,POLICE,04/01/2011 9:00:00 AM,5140 S ARTESIAN,13-12-125  Duty to secure and maintain vacant building.,"DEUTSHE BANK, ",City non-suit,300,0,2.01,0,0,342.01,437.89,-95.88,41.7999321,-87.68566465
11CP007750,P002509185,02/09/2011,POLICE,04/01/2011 9:00:00 AM,5140 S ARTESIAN,13-12-140  Watchman required,"DEUTSHE BANK, ",Default - Liable by prove-up,300,0,2.01,0,0,342.01,437.89,-95.88,41.7999321,-87.68566465
11CP007753,P002509866|P002509867,02/02/2011,POLICE,04/01/2011 9:00:00 AM,5153 S LAFLIN,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"WELLS FARGO, ",City non-suit,0,0,0,0,0,0,0,0,41.79982575,-87.66205992
11CP007755,P002509194|P002509196|P002509197,02/14/2011,POLICE,04/01/2011 9:00:00 AM,5128 S MARSHFIELD,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.,"LITTON LOAN SERVICING, ",City non-suit,1300,0,209.48,377.88,20,1947.36,2130.75,-183.39,41.80073023,-87.66609007
11CP007755,P002509195|P002509198|P002509199,02/14/2011,POLICE,04/01/2011 9:00:00 AM,5128 S MARSHFIELD,13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"LITTON LOAN SERVICING, ",Default - Liable by prove-up,1300,0,209.48,377.88,20,1947.36,2130.75,-183.39,41.80073023,-87.66609007
11CP007757,P002509819|P002509820,02/09/2011,POLICE,04/01/2011 9:00:00 AM,5134 S WOLCOTT,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"BNY MELLON, ",City non-suit,0,0,0,0,0,0,0,0,41.8001955,-87.67228838
11CP007763,P002509151|P002509825,02/08/2011,POLICE,04/01/2011 9:00:00 AM,5015 S JUSTINE,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"DEUTSCHE BANK, ",City non-suit,0,0,0,0,0,0,0,0,41.80264295,-87.66332512
11CP007769,P002509145|P002509146,02/18/2011,POLICE,04/01/2011 9:00:00 AM,5254 S WOOD,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"US BANK NA TRUST LEGAL DEPARTMENT, ",City non-suit,0,0,0,0,0,0,0,0,41.79846404,-87.66967768
11CP007770,P002509141|P002509142,02/18/2011,POLICE,06/03/2011 9:00:00 AM,844 W 51 PL,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"NATIONWIDE REO LLC, ",City non-suit,0,0,0,0,0,0,0,0,41.8008404,-87.64715539
11CP007773,P002509131|P002509135|P002509137,02/17/2011,POLICE,04/01/2011 9:00:00 AM,5121 S UNION,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.,"DEUTSCHE BANK, ",City non-suit,1300,0,35.68,377.88,0,1753.56,1752.24,0,41.80095175,-87.64258603
11CP007773,P002509132|P002509134|P002509140,02/17/2011,POLICE,04/01/2011 9:00:00 AM,5121 S UNION,13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"DEUTSCHE BANK, ",Default - Liable by prove-up,1300,0,35.68,377.88,0,1753.56,1752.24,0,41.80095175,-87.64258603
11CP007775,P002509845|P002509846,02/17/2011,POLICE,04/01/2011 9:00:00 AM,5203 S PEORIA,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"WELLS FARGO, ",City non-suit,0,0,0,0,0,0,0,0,41.8791715,-87.6496149
11CP007776,P002509705|P002509706|P002509707|P002509708|P002509709|P002509710,02/16/2011,POLICE,06/03/2011 9:00:00 AM,5430 S WINCHESTER,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"NATIONWIDE REO LLC, ",City non-suit,0,0,0,0,0,0,0,0,41.79494587,-87.67322289
11CP008908,P002094154|P002094155|P002094156|P002094157|P002094158|P002094159,02/16/2011,POLICE,04/01/2011 9:00:00 AM,5714 S MARSHFIELD,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"REO PARTNERS LLC, ",Default - Liable by prove-up,4300,0,3782.93,1223.88,0,9346.81,0,9248.36,41.830017,-87.666718
