Year,Term,Subject,Number,Name
2019,Fall,AGED,551,Advanced Program Evaluation
2019,Fall,AGED,560,Developmental Leadership and Supervision in Professional Organizations
2019,Fall,AGED,599,Thesis Research
2019,Fall,AHS,125,Freshmen Scholars Seminar
2019,Fall,AHS,199,Undergraduate Open Seminar
2019,Fall,AHS,292,AHS Study Abroad
2019,Fall,AHS,365,Civic Engagement in Wellness
2019,Fall,AHS,375,Comm Partners &amp; Health
2019,Fall,AHS,399,Advanced Open Seminar
2019,Fall,AHS,494,Special Topics
2019,Fall,AIS,101,Intro to Amer Indian Studies
2019,Fall,AIS,102,Contemp Issues in Ind Country
2019,Fall,AIS,140,Native Religious Traditions
2019,Fall,AIS,165,Lang &amp; Culture Native North Am
2019,Fall,AIS,199,Undergraduate Open Seminar
2019,Fall,AIS,265,Intro to American Indian Lit
2019,Fall,AIS,275,Am Indian and Indigenous Film
2019,Fall,AIS,277,Encounters in Native America
2019,Fall,AIS,278,Native American History
2019,Fall,AIS,280,Intro to Federal Indian Policy
2019,Fall,AIS,285,Indigenous Thinkers
2019,Fall,AIS,288,American Indians of Illinois
2019,Fall,AIS,291,Independent Study
2019,Fall,AIS,295,US Citizenship Comparatively
2019,Fall,AIS,343,Criminalization and Punishment
2019,Fall,AIS,430,Indigenous Governance
2019,Fall,AIS,451,Politics in Children's Lit
2019,Fall,AIS,459,Topics in American Indian Lit
2019,Fall,AIS,461,Politics of Popular Culture
2019,Fall,AIS,481,History of Amer Indian Educ
2019,Fall,AIS,490,Adv Topics in Am Ind Studies
2019,Fall,AIS,491,Readings in Am Ind Studies
2019,Fall,AIS,501,Indigenous Critical Theory
2019,Fall,AIS,502,Indigenous Decolonial Methods
2019,Fall,AIS,503,Seminar in Indigenous Studies
2019,Fall,AIS,590,Am Indian Studies Grad Seminar
2019,Fall,AIS,591,Problems in Indigenous Studies
2019,Fall,ANSC,100,Intro to Animal Sciences
2019,Fall,ANSC,101,Contemporary Animal Issues
2019,Fall,ANSC,103,Working With Farm Animals
2019,Fall,ANSC,110,Life With Animals and Biotech
2019,Fall,ANSC,199,Undergraduate Open Seminar
2019,Fall,ANSC,201,Principles of Dairy Production
2019,Fall,ANSC,204,Intro Dairy Cattle Evaluation
2019,Fall,ANSC,205,World Animal Resources
2019,Fall,ANSC,206,Horse Management
2019,Fall,ANSC,207,Companion Animal Biology &amp;Care
2019,Fall,ANSC,211,Breeding Animal Evaluation
2019,Fall,ANSC,219,Meat Technology
2019,Fall,ANSC,221,"Cells, Metabolism and Genetics"
2019,Fall,ANSC,222,Anatomy and Physiology
2019,Fall,ANSC,223,Animal Nutrition
2019,Fall,ANSC,224,Animal Reproduction and Growth
2019,Fall,ANSC,250,Companion Animals in Society
2019,Fall,ANSC,251,Epidemics and Infectious Diseases
2019,Fall,ANSC,256,Horse's Role in Human History
2019,Fall,ANSC,293,Internship Off Campus
2019,Fall,ANSC,294,Intern On Campus Practical Exp
2019,Fall,ANSC,295,UG Research or Thesis
2019,Fall,ANSC,298,Undergraduate Seminar
2019,Fall,ANSC,299,Animal Mgt Field Studies
2019,Fall,ANSC,301,"Food Animal Production, Management, and Evaluation"
2019,Fall,ANSC,305,Human Animal Interactions
2019,Fall,ANSC,306,Equine Science
2019,Fall,ANSC,307,Companion Animal Management
2019,Fall,ANSC,309,Meat Production and Marketing
2019,Fall,ANSC,310,Meat Selection and Grading
2019,Fall,ANSC,312,Advanced Livestock Evaluation
2019,Fall,ANSC,313,Horse Appraisal
2019,Fall,ANSC,314,Adv Dairy Cattle Evaluation
2019,Fall,ANSC,322,Livestock Feeds and Feeding
2019,Fall,ANSC,331,Biology of Reproduction
2019,Fall,ANSC,350,Cellular Metabolism in Animals
2019,Fall,ANSC,363,Behavior of Domestic Animals
2019,Fall,ANSC,366,Animal Behavior
2019,Fall,ANSC,370,Companion Animal Policy
2019,Fall,ANSC,396,UG Honors Research or Thesis
2019,Fall,ANSC,398,UG Experiential Learning
2019,Fall,ANSC,400,Dairy Herd Management
2019,Fall,ANSC,401,Beef Production
2019,Fall,ANSC,402,Sheep Production
2019,Fall,ANSC,403,Pork Production
2019,Fall,ANSC,404,Poultry Science
2019,Fall,ANSC,405,Advanced Dairy Management
2019,Fall,ANSC,406,Zoo Animal Conservation Sci
2019,Fall,ANSC,407,Animal Shelter Management
2019,Fall,ANSC,409,Meat Science
2019,Fall,ANSC,420,Ruminant Nutrition
2019,Fall,ANSC,421,Minerals and Vitamins
2019,Fall,ANSC,422,Companion Animal Nutrition
2019,Fall,ANSC,423,Advanced Dairy Nutrition
2019,Fall,ANSC,424,Pet Food &amp; Feed Manufacturing
2019,Fall,ANSC,431,Advanced Reproductive Biology
2019,Fall,ANSC,435,Milk Quality and Udder Health
2019,Fall,ANSC,437,Adv Reproductive Management
2019,Fall,ANSC,438,Lactation Biology
2019,Fall,ANSC,440,Applied Statistical Methods I
2019,Fall,ANSC,441,Human Genetics
2019,Fall,ANSC,444,Applied Animal Genetics
2019,Fall,ANSC,445,Statistical Methods
2019,Fall,ANSC,446,Population Genetics
2019,Fall,ANSC,447,Advanced Genetics and Genomics
2019,Fall,ANSC,448,Math Modeling in Life Sciences
2019,Fall,ANSC,449,Biological Modeling
2019,Fall,ANSC,450,Comparative Immunobiology
2019,Fall,ANSC,451,Microbes and the Anim Indust
2019,Fall,ANSC,452,Animal Growth and Development
2019,Fall,ANSC,453,Stem Cell Biology
2019,Fall,ANSC,467,Applied Animal Ecology
2019,Fall,ANSC,471,ANSC Leaders &amp; Entrepreneurs
2019,Fall,ANSC,498,Integrating Animal Sciences
2019,Fall,ANSC,499,Seminar
2019,Fall,ANSC,509,Muscle Biology
2019,Fall,ANSC,510,Science of Animal Well-Being
2019,Fall,ANSC,520,Protein and Energy Nutrition
2019,Fall,ANSC,521,Regulation of Metabolism
2019,Fall,ANSC,522,Advanced Ruminant Nutrition
2019,Fall,ANSC,523,Techniques in Animal Nutrition
2019,Fall,ANSC,524,Nonruminant Nutrition Concepts
2019,Fall,ANSC,525,Topics in Nutrition Research
2019,Fall,ANSC,526,Adv Companion Animal Nutrition
2019,Fall,ANSC,533,Repro Physiology Lab Methods
2019,Fall,ANSC,541,Regression Analysis
2019,Fall,ANSC,542,Applied Bioinformatics
2019,Fall,ANSC,543,Bioinformatics
2019,Fall,ANSC,545,Statistical Genomics
2019,Fall,ANSC,554,Immunobiological Methods
2019,Fall,ANSC,561,Animal Stress Physiology
2019,Fall,ANSC,590,Animal Sciences Seminar
2019,Fall,ANSC,591,Grad Bioinformatics Seminar
2019,Fall,ANSC,592,Adv Topics in Animal Science
2019,Fall,ANSC,593,Res Studies in Animal Sciences
2019,Fall,ANSC,599,Thesis Research
2019,Fall,ANTH,101,Introduction to Anthropology
2019,Fall,ANTH,102,Human Origins and Culture
2019,Fall,ANTH,103,Anthro in a Changing World
2019,Fall,ANTH,104,Talking Culture
2019,Fall,ANTH,105,World Archaeology
2019,Fall,ANTH,106,Hist Arch Americas
2019,Fall,ANTH,108,Religion &amp; Society in West I
2019,Fall,ANTH,109,Religion &amp; Society in West II
2019,Fall,ANTH,130,History of South Asia
2019,Fall,ANTH,143,Biology of Human Behavior
2019,Fall,ANTH,157,The Archaeology of Illinois
2019,Fall,ANTH,160,Contemporary Social Issues
2019,Fall,ANTH,165,Lang &amp; Culture Native North Am
2019,Fall,ANTH,175,Archaeology and Pop Culture
2019,Fall,ANTH,180,The Archaeology of Death
2019,Fall,ANTH,182,Latin American Cultures
2019,Fall,ANTH,199,Undergraduate Open Seminar
2019,Fall,ANTH,209,"Food, Culture, and Society"
2019,Fall,ANTH,210,Families in Global Perspective
2019,Fall,ANTH,220,Introduction to Archaeology
2019,Fall,ANTH,222,Introduction to Modern Africa
2019,Fall,ANTH,223,Exploring African Cities
2019,Fall,ANTH,224,Tourist Cities and Sites
2019,Fall,ANTH,225,Women in Prehistory
2019,Fall,ANTH,230,Sociocultural Anthropology
2019,Fall,ANTH,240,Biological Anthropology
2019,Fall,ANTH,241,Human Biological Variation
2019,Fall,ANTH,242,History of Human Evolution
2019,Fall,ANTH,243,Sociality of the Great Apes
2019,Fall,ANTH,246,Forensic Science
2019,Fall,ANTH,247,Forensic Science DNA Lab
2019,Fall,ANTH,249,Evolution and Human Disease
2019,Fall,ANTH,250,The World Through Museums
2019,Fall,ANTH,258,Sex in Nature and Culture
2019,Fall,ANTH,259,Latina/o Cultures
2019,Fall,ANTH,261,Intro to the African Diaspora
2019,Fall,ANTH,262,Women's Lives
2019,Fall,ANTH,266,African Film and Society
2019,Fall,ANTH,268,Images of the Other
2019,Fall,ANTH,270,Language in Culture
2019,Fall,ANTH,271,Language in Culture-ACP
2019,Fall,ANTH,272,Language and Culture in Turkey
2019,Fall,ANTH,277,"Ancient Cities, Sacred Land"
2019,Fall,ANTH,278,Climate Change &amp; Civilization
2019,Fall,ANTH,285,Intro to Korea Through Film
2019,Fall,ANTH,286,Southeast Asian Civilizations
2019,Fall,ANTH,287,Contemporary East Asia
2019,Fall,ANTH,288,American Indians of Illinois
2019,Fall,ANTH,290,Jewish Cultures of the World
2019,Fall,ANTH,340,Archaeology of Religion
2019,Fall,ANTH,341,Native People and Christianity
2019,Fall,ANTH,342,Animal Behavior
2019,Fall,ANTH,343,Behavior and Biology of Women
2019,Fall,ANTH,346,Forensic Anthropology
2019,Fall,ANTH,347,Human Osteology
2019,Fall,ANTH,358,People of the Ice Age
2019,Fall,ANTH,360,Evolution and Human Health
2019,Fall,ANTH,361,Ecology and Human Health
2019,Fall,ANTH,362,"Body, Personhood, and Culture"
2019,Fall,ANTH,363,Anth of Dance/Movement
2019,Fall,ANTH,364,Performing &quot;America&quot;
2019,Fall,ANTH,368,America' in the World
2019,Fall,ANTH,370,Latina/o Ethnography
2019,Fall,ANTH,372,Topics in Lang &amp; Culture
2019,Fall,ANTH,373,Culture &amp; Psychology
2019,Fall,ANTH,374,Anth of Science and Technology
2019,Fall,ANTH,375,The Culture of Nature
2019,Fall,ANTH,379,Medical Anthropology
2019,Fall,ANTH,380,Ethnography of the University
2019,Fall,ANTH,390,Individual Study
2019,Fall,ANTH,393,The World of Jewish Sepharad
2019,Fall,ANTH,399,Special Topics
2019,Fall,ANTH,402,"Transnational Islam, Europe-US"
2019,Fall,ANTH,403,Women in Muslim Societies
2019,Fall,ANTH,404,"Disability, Culture &amp; Society"
2019,Fall,ANTH,405,Contemporary Central America
2019,Fall,ANTH,408,Human Evolutionary Anatomy
2019,Fall,ANTH,411,Research Methods in Socio-Cultural Anthropology
2019,Fall,ANTH,414,Writing Ethnography
2019,Fall,ANTH,416,Anthropology of Music
2019,Fall,ANTH,420,Case Studies Global Heritage
2019,Fall,ANTH,421,Social Organization
2019,Fall,ANTH,423,Economic Anthropology
2019,Fall,ANTH,425,Anthropology of Education
2019,Fall,ANTH,430,The History of Anthropology
2019,Fall,ANTH,432,Genes and Behavior
2019,Fall,ANTH,435,The Neandertal Debate
2019,Fall,ANTH,436,Biogeography
2019,Fall,ANTH,437,Primate Behav Endocrinology
2019,Fall,ANTH,438,Primate Life History Evolution
2019,Fall,ANTH,440,Human Paleontology
2019,Fall,ANTH,441,Human Genetics
2019,Fall,ANTH,443,Primate Form and Behavior
2019,Fall,ANTH,444,Methods in Bioanthropology
2019,Fall,ANTH,445,Research in Bioanthropology
2019,Fall,ANTH,446,Behavioral Inference &amp; Fossils
2019,Fall,ANTH,447,Advanced Skeletal Biology
2019,Fall,ANTH,448,The Prehistory of Africa
2019,Fall,ANTH,449,North American Archeology
2019,Fall,ANTH,451,Archaeological Surveying
2019,Fall,ANTH,452,Stone Tool Technology Analysis
2019,Fall,ANTH,453,Landscape Archaeology
2019,Fall,ANTH,454,Archaeological Field School
2019,Fall,ANTH,455,Lab Analysis in Archaeology
2019,Fall,ANTH,459,The Ancient Maya
2019,Fall,ANTH,460,Heritage Management
2019,Fall,ANTH,461,Hist of Archaeological Theory
2019,Fall,ANTH,462,Museum Theory and Practice
2019,Fall,ANTH,463,Religion and Society
2019,Fall,ANTH,464,Theories &amp; Theologies of Liberation
2019,Fall,ANTH,465,Oceania's Peoples and Cultures
2019,Fall,ANTH,466,"Class, Culture and Society"
2019,Fall,ANTH,467,Cultures of Africa
2019,Fall,ANTH,469,Kinship-Culture-Power-Africa
2019,Fall,ANTH,471,Ethnography through Language
2019,Fall,ANTH,472,"Border Latina, Latino Cultures"
2019,Fall,ANTH,477,Pottery Analysis
2019,Fall,ANTH,479,"Race, Medicine, and Society"
2019,Fall,ANTH,481,Andean Ethnography
2019,Fall,ANTH,486,Peoples of Mainland SE Asia
2019,Fall,ANTH,488,Modern Europe
2019,Fall,ANTH,494,Honors Senior Thesis I
2019,Fall,ANTH,495,Honors Senior Thesis II
2019,Fall,ANTH,496,Individual Field Research
2019,Fall,ANTH,497,Individual Field Data Analysis
2019,Fall,ANTH,498,Senior Capstone Seminar
2019,Fall,ANTH,499,Topics in Anthropology
2019,Fall,ANTH,503,Seminar on States &amp; Governance
2019,Fall,ANTH,504,Colonialism &amp; Postcolonialism
2019,Fall,ANTH,508,"Feminism, Gender and Sexuality"
2019,Fall,ANTH,511,Research Proposal Seminar
2019,Fall,ANTH,512,Language in Culture I
2019,Fall,ANTH,514,Seminar in Cognitive Science
2019,Fall,ANTH,515,Seminar in Anthropology
2019,Fall,ANTH,517,Anthro Approach to Memory
2019,Fall,ANTH,518,Language in Culture II
2019,Fall,ANTH,523,Dynamic Embodiment
2019,Fall,ANTH,532,Dissertation Writing Seminar
2019,Fall,ANTH,540,Seminar in Bioanthropology
2019,Fall,ANTH,543,Seminar in Primate Ecology
2019,Fall,ANTH,552,Res Prob in Archaeology
2019,Fall,ANTH,555,The Archaeology of Complexity
2019,Fall,ANTH,557,Social Construction of Space
2019,Fall,ANTH,560,Anthropology and Law
2019,Fall,ANTH,561,Archaeological Theory
2019,Fall,ANTH,562,Archaeology and Racialization
2019,Fall,ANTH,565,Race and Cultural Critique
2019,Fall,ANTH,570,Cultural Aspects of Tourism
2019,Fall,ANTH,589,Readings in Anthropology
2019,Fall,ANTH,590,Dissertation Readings
2019,Fall,ANTH,594,Cultural Heritage
2019,Fall,ARAB,150,Lang&amp;Culture of Arab World
2019,Fall,ARAB,199,Undergraduate Open Seminar
2019,Fall,ARAB,201,Elementary Standard Arabic I
2019,Fall,ARAB,202,Elementary Standard Arabic II
2019,Fall,ARAB,210,Colloquial Arabic I
2019,Fall,ARAB,211,Colloquial Arabic II
2019,Fall,ARAB,403,Intermediate Stand Arabic I
2019,Fall,ARAB,404,Intermediate Stand Arabic II
2019,Fall,ARAB,405,Advanced Standard Arabic I
2019,Fall,ARAB,406,Advanced Standard Arabic II
2019,Fall,ARAB,407,Topics Stand Arabic Lang&amp;Lit I
2019,Fall,ARAB,408,Topics Stand Arabic LangLit II
2019,Fall,ARAB,409,Adv Top Stand Arabic LangLit I
2019,Fall,ARAB,410,AdvTop Stand Arabic LangLit II
2019,Fall,ARAB,412,Business Arabic
2019,Fall,ARAB,413,Arabic-English Translation
2019,Fall,ARAB,490,Readings in Advanced Arabic
2019,Fall,ARCH,101,Introduction to Architecture
2019,Fall,ARCH,164,Architecture as a Second Language
2019,Fall,ARCH,171,Concepts and Theories of Architectural Design
2019,Fall,ARCH,172,Drawing and Modeling
2019,Fall,ARCH,199,Undergraduate Open Seminar
2019,Fall,ARCH,210,Introduction to the History of World Architecture
2019,Fall,ARCH,222,Islamic Gardens &amp; Architecture
2019,Fall,ARCH,231,Anatomy of Buildings
2019,Fall,ARCH,232,Structural Fundamentals
2019,Fall,ARCH,273,Strategies of Architectural Design
2019,Fall,ARCH,274,Representation
2019,Fall,ARCH,300,Ind Studies in Urban Design
2019,Fall,ARCH,314,History of World Landscapes
2019,Fall,ARCH,321,"Environment, Architecture, and Global Health"
2019,Fall,ARCH,341,Environment Tech HVAC
2019,Fall,ARCH,342,Environment Tech Ltg &amp; Acoust
2019,Fall,ARCH,351,Statics &amp; Dynamics
2019,Fall,ARCH,352,Mech of Mat &amp; Design Appl
2019,Fall,ARCH,371,Architectural Design and Urbanism
2019,Fall,ARCH,372,Designing for Human Well-being
2019,Fall,ARCH,399,"Study in Versailles, France"
2019,Fall,ARCH,400,Senior Honors in Architecture
2019,Fall,ARCH,401,Independent Study
2019,Fall,ARCH,402,Introduction to the History of Architectural Theory
2019,Fall,ARCH,403,Special Topics in Architectural History
2019,Fall,ARCH,407,Rome: The Eternal City
2019,Fall,ARCH,409,Special Topics in Spanish Arch
2019,Fall,ARCH,410,Ancient Egyptian &amp; Greek Arch
2019,Fall,ARCH,411,Ancient Roman Architecture
2019,Fall,ARCH,412,Medieval Architecture
2019,Fall,ARCH,413,Renaissance Architecture
2019,Fall,ARCH,414,Baroque &amp; Rococo Arch
2019,Fall,ARCH,415,Modernityâ€™s Mirror: Nineteenth-Century Architecture 1750-1900
2019,Fall,ARCH,416,Modern American Architecture
2019,Fall,ARCH,417,Twentieth-Century Architecture
2019,Fall,ARCH,418,History of the Urban Environment
2019,Fall,ARCH,419,Historic Building Preservation
2019,Fall,ARCH,423,Soc/Beh Factors for Design
2019,Fall,ARCH,424,Gender &amp; Race in Contemp Arch
2019,Fall,ARCH,433,Design of Steel and Reinforced Concrete Structures
2019,Fall,ARCH,434,Environmental Control Systems I
2019,Fall,ARCH,435,Structural Systems and Construction Methods
2019,Fall,ARCH,441,Heat and Moisture in Buildings
2019,Fall,ARCH,451,Theory &amp; Design Steel &amp; Timber
2019,Fall,ARCH,452,Theory of Reinforced Concrete
2019,Fall,ARCH,460,International Architecture
2019,Fall,ARCH,461,Critical Travel Documentation
2019,Fall,ARCH,468,Overseas Architectural Studies
2019,Fall,ARCH,471,Fundamentals of Arch Design
2019,Fall,ARCH,472,Arch Des in Landscape &amp; Cities
2019,Fall,ARCH,473,Architectural Design and Performance
2019,Fall,ARCH,474,Architectural Design and Making
2019,Fall,ARCH,475,Arch Design &amp; Development
2019,Fall,ARCH,476,Arch Design &amp; Exploration
2019,Fall,ARCH,490,Special Topics in Contemporary Architecture
2019,Fall,ARCH,491,Arch Professional Internship
2019,Fall,ARCH,498,Directed Research in Arch
2019,Fall,ARCH,499,Off-Campus Study
2019,Fall,ARCH,501,Architectural Practice
2019,Fall,ARCH,502,Structural Planning
2019,Fall,ARCH,510,History of World Landscapes
2019,Fall,ARCH,511,Seminar in Ancient Architecture
2019,Fall,ARCH,512,Seminar in Medieval Architecture
2019,Fall,ARCH,513,Sem in Ren &amp; Baroque Arch
2019,Fall,ARCH,516,Architecture Seminar 1800-2000
2019,Fall,ARCH,517,Architectural History 1850-Present
2019,Fall,ARCH,518,Recording Historic Buildings
2019,Fall,ARCH,519,Conserv of Building Materials
2019,Fall,ARCH,521,"Advanced Applications in the Built Environment, Architecture and Global Health and Well-Being"
2019,Fall,ARCH,530,Management in Architecture
2019,Fall,ARCH,534,Building Economics
2019,Fall,ARCH,536,Planning and Design of Structural Systems
2019,Fall,ARCH,537,Environmental Control Systems II
2019,Fall,ARCH,538,Econ Issues in Arch Develop
2019,Fall,ARCH,544,Bldg Sys &amp; Design Integration
2019,Fall,ARCH,545,Design &amp; Constructability
2019,Fall,ARCH,546,Programming &amp; Concept Studio
2019,Fall,ARCH,547,Architectural Practice Studio
2019,Fall,ARCH,548,Const Execution &amp; Admin
2019,Fall,ARCH,550,Reinforced Concrete Design
2019,Fall,ARCH,551,Structural Analysis
2019,Fall,ARCH,552,Soil Mech and Foundations
2019,Fall,ARCH,553,Adv Reinforced Concrete Design
2019,Fall,ARCH,554,Adv Steel Design
2019,Fall,ARCH,555,Prestressed Concrete Design
2019,Fall,ARCH,556,Advanced Structural Planning
2019,Fall,ARCH,558,Structural Wood Design
2019,Fall,ARCH,559,Structural Masonry Design
2019,Fall,ARCH,560,Advanced Structural Analysis
2019,Fall,ARCH,563,Soc/Beh Research Designed Env
2019,Fall,ARCH,571,Design: Detail and Architectonics
2019,Fall,ARCH,572,Design: Behavior and Environment
2019,Fall,ARCH,573,Design: Technology and Performance
2019,Fall,ARCH,574,Design: Architecture and Urban Design
2019,Fall,ARCH,575,Integrative Architecture Design Studio
2019,Fall,ARCH,576,Architectural Design Seminar
2019,Fall,ARCH,577,Theories of Architecture
2019,Fall,ARCH,589,PhD Colloquium
2019,Fall,ARCH,590,Directed Research
2019,Fall,ARCH,591,Special Problems in Architectural History and Preservation
2019,Fall,ARCH,593,Spec Prob Arch Practice &amp; Mgt
2019,Fall,ARCH,594,Spec Prob Building Sci &amp; Tech
2019,Fall,ARCH,595,Spec Prob Struct Theory &amp; Des
2019,Fall,ARCH,596,Spec Prob Housing Env
2019,Fall,ARCH,597,Spec Prob Arch Design
2019,Fall,ARCH,598,Specialized Architectural Practice
2019,Fall,ARCH,599,Thesis Research
2019,Fall,ART,100,Understanding Visual Culture
2019,Fall,ART,102,Drawing for Non-Majors
2019,Fall,ART,103,Painting for Non-Majors
2019,Fall,ART,104,Sculpture for Non-Majors
2019,Fall,ART,105,Visual Design for Non-Majors
2019,Fall,ART,140,Introduction to Art
2019,Fall,ART,150,Introduction to Drawing
2019,Fall,ART,151,Black &amp; White Film Photography
2019,Fall,ART,152,Experimental Photography
2019,Fall,ART,153,Digital Photography Seminar
2019,Fall,ART,154,Digital Video
2019,Fall,ART,155,Introduction to Graphic Design - Unit One
